solana_address,evm_address,display_name,fomo_handle,twitter,telegram,followers,pnl_24h,wallet_type,tier
CjUs2vKTTJzb6UGFiXUaWHAS2h1rMLZsKyHvAyTMTZKF,0xebb9d8a259b2450f7bbd069262e25517d3090ca9,"Ave",avemoon,avemoon,,868,-16.798988042080623,smart_money,standard
6ahtD9sALugx8KPe9Fp2gJuLjd9mznX6WJQhsQ6FX7r1,0x82bc262141518e45e53b5aa163c41056c80aec54,"Dimitri",dragonmeiser,dragonmeiser,,91,-21.509148023522357,smart_money,standard
A5SEXYJY4jTEi6sjMLfZs5KAP8SVFvLDPDV67GgSSZSk,0x542b6b4cbab54a6ae6aadccd32a24e8c8b75370c,"frank",frankdegods,frankdegods,,81850,-24.647846027327432,kol,standard
2Exqj1LTvSCB8tJBAYviFhS83o6nk2g1dqooKXvLPYnA,0x8b71ca1c44c3b386593f789dfe3ebe6df7eb4d70,"Eugene",_happyk21,_happyk21,,9892,-32.26482392756748,smart_money,standard
74bHbxVqebG2hKrPhyP1Ua7g7SmyQmkNjaF1bQb2qqYj,0x83ec447786412fbb14e6e19f03085d51fa57b315,"CookerFlips",CookerFlips,CookerFlips,,224,-32.39817308403781,smart_money,standard
6WvbAUYdZpnoL6VtyNzAZj7BYvNb66SPFXXJDn9kTLmg,0xad945dfa51e0ef1d82f6aff1b6898f919436ce33,"magoon",magoon,magoon,,5,-32.88849161336912,smart_money,standard
HdW8BHKoKUQq1fgH22B9LmBiRyN3W6fpkxqtngf67BQC,0x1c762fa764f32c486f8c1aab68380e888ffb1170,"Doops",doops,doops,,402,-35.447680412252026,smart_money,standard
FVQX46J5wttVDbyoNpdzvdBTfJVDwB52WSC4ZBBMnkEA,0x0292637de1d2bf7c142752ba511e37d903817017,"0ximposter🐸",imposterDiary,imposterDiary,,1557,-41.4783298270992,smart_money,standard
6E7CPQKk1crk3mFFZu23NPYSXEciQvkpYzjgUk45GM83,0x77a9e2e7f10d0af2b1b59ecc70dd133e5d5e6442,"purplepill",purplepill3m,purplepill3m,,65,-43.9310064405136,smart_money,standard
FoQ2EQhsm2wsKpadtdK7hQs64zSx6BJNrZ7fwLwAJxfh,0xdc66e3dedfb949ee4a3b4e6cb3e2592ef679f6d1,"3ddy",0x3ddyX,0x3ddyX,,443,-44.68689690085571,smart_money,standard
AsF3FKsbyiygfQKLT6msGVK9oeZixSQymBuy2bXKGrVM,0x0bace6be996029c5d558e76abeab259227f45f5b,"crip",crip,crip,,1449,-45.197297788006836,smart_money,standard
FNYGk62CgZfJ39MC9dmx73JYuxiDy3PLHihpU59x9PR6,0xf233e1741291e70da9e4aa9a61fdab6b51822020,"sneav",sneav,sneav,,150,-59.90057722310303,smart_money,standard
Fs3dJFpd5AebYHzNr2CEsiyckLjCsk7EUCAZPGWDUsFd,0x4e7a38e9715eeba2f381ee6cd014c617a36e83b6,"six",internetphysics,internetphysics,,3449,-63.73394771244784,smart_money,standard
AqA1BAX8Lm3fUSDuJy4sKoK9mLhfLso3m1Zn2fuVDJks,0x7341dec69da2dd960ed420d6242a962fbe38a661,"FINN",finnbags,finnbags,,1265,-79.36919880426831,smart_money,standard
2EFTHbQWMXc8bV7SvUhrec79YfF7ZzvSBGrQDHb9b46R,0xbb09110fbc9c511c11c9635b6fad84ee952fbf71,"Krutzkytrades",krutzkytrades,krutzkytrades,,286,-94.41578868676459,smart_money,standard
7aSC88JUpKadUXY8FbDKfQthtYbeqEMqQp3P7hT8W4j,0x402962a90a82efb8441fde7eab8218770e1f0083,"supreme leader",paik_michael,paik_michael,,17373,-105.28678994433872,kol,standard
4iU7SCNnNfqsc6MZ4rkTC9Usm6bWJCBuQ8RgDjgxTiBV,0xec9979122f2c100460155c0db343206aeef12458,"ᴡᴏʟᴠᴇʀ",WolverCrypto,WolverCrypto,,44,-105.99327301277299,smart_money,standard
9RSeKJPgRXfnFAswTgpLB9WX8g7KwEoAPUCJnug7p5js,0x0dbbc8f33cf43b670c3236025df6a218ae75a864,"katsucurry",katsucurryXBT,katsucurryXBT,,1455,-109.49615979333248,smart_money,standard
FQGTpBW7SfUaadZX5cWZ2yc453nf5DA3dHDuZorjQRnM,0xd8258349325f5e46f35fd36f071f9578e73130bf,"Schoen",Schoen_xyz,Schoen_xyz,,470,-119.93212361582846,smart_money,standard
8Z29CzwUewr5YQgANfDBXjPo87BqphbtTU5Xu3TywyX,0xb808ca2ed2df33c24c13eaace156dff97f7ea48f,"DW⚡️",scalps,scalps,,1510,-122.72317725022685,market_maker,standard
8QwpxmyzgVtxwNAXr8N1iVMabMNsjJD2VckTLzqqmUoW,0x707bdb3d1ef45e033457e837424b0932d6d24052,"regi",reginaId,reginaId,,5,-132.02700085728176,smart_money,standard
HWB3MMDgqwuykPLBwFitgAgpBHRf8Qr9xvsAHSNiypd8,0xb977b8ae909fde6de4d3ce0465b27835ce4e4e7d,"RUNE",RuneCrypto_,RuneCrypto_,,8083,-145.32528899300965,smart_money,standard
5kAXbwiPXGnaLUzNCsy6uFmA1x8Y1D52Yngs6CwT2Afi,0x3d3ddbf1d73b7924dc7b02d2417a058c6ebefeda,"Mello",mellometrics,mellometrics,,1227,-162.22453304152805,smart_money,standard
HjexVuPDGLQfwSUCh13PqJFdfTVdcR4NPkeoTwquasCy,0x7b938d1338c7660e952c650841f0159075db1047,"threadguy",notthreadguy,notthreadguy,,3867,-163.29429897850423,smart_money,standard
4Yjt7LuPYwNcyZQfPLeMfBYJM6k78E6Z3bckYV5gk9i6,0xf17b4eeb1268f49c58dc7f755cd409fe8803e067,"crispy ✨",crispyether,crispyether,,175,-164.49015726896687,market_maker,standard
4jf24uqj5tAtmXaHCiA1nbYH2RcF21RMdAv1BJdRv3V7,0x3624da608227176d8d61108f550a0ddb167d7d39,"Orangie",orangie,orangie,,3525,-175.53506046582856,smart_money,standard
D7EqMRF4L2xt1rr9JzzvD9jBHE4UJv96ouKsnVUEPbax,0x14a997aa4723491804018add0eb93d869c9d131c,"RayeTrades",poorclick,poorclick,,635,-176.53080021053165,smart_money,standard
G72aQgiFJeYBV2JJNiFvLNWBGxZjYcVMevEFQsNzT1DZ,0x720841cdabae424b8615f568a6c2eb036f489627,"comebackkid",comebackkid,comebackkid,,91,-186.1090919622302,smart_money,standard
E29EKtLWQob1aH48cUYynSfnJvTJQyLX1V293qp7V1jx,0x8af4737d3693f8ce671d212edf4de101a0ba952c,"Stones",0xStones27,0xStones27,,19,-205.13508467066788,smart_money,standard
97YbAiU3u2DKBjyvedBAF3bLLSVJ6PyitPrN9MHTSsHT,0x0760edb181059b47ae4369993f3a0c60a01369a2,"Rachel’s_handbag_fund",lay2000lbs,lay2000lbs,,15958,-211.01806544778265,kol,standard
4t5nPKrKC2BX7RBLv7Gm5MghFMvgoXTQFg8KSy4QdM6V,0x8bc2c690d87b5fb3672a79c202054785aec026ee,"lefty",leftcurvemaxing,leftcurvemaxing,,3211,-220.22551379831202,smart_money,standard
5wqmwERLqq96nGiEQsiJnFVX8oQoXqEP5Arnug2Xfqxe,0x86ce2c1d90292e6a8bdeaba447b542e52392b9ed,"Hugo",hdegrootvan,hdegrootvan,,15762,-241.1657461122408,kol,standard
6H8AdNhWt2qsCYTDj5bnVDLAEueUDtDjQsva9CykMR43,0x61a30c137938a151aac3ccc1e741e0e6b9ec2d40,"Lyra",heiss_7,heiss_7,,150,-251.54489490580605,smart_money,standard
xVL8oJMypudcDxEDob9h8BB8MCKwCvpDVixDmegX627,0x4cfa17d3ce84215245fe80b124d4e57e752a007b,"Master",masterrcr,masterrcr,,15,-253.2466969586585,smart_money,standard
6pFeGBjxyHgQxzqp4Dxp8AVTH2fKBHvbij7DyfVemPUU,0x389ecdddd28161c18bd0600f2d9171259b4a51a7,"Baba",0xbaba,0xbaba,,623,-274.2018683064234,smart_money,standard
NDZYcMHiJZhFTBnzaCAAwiNtjMs1oN5n8RnFEBihuer,0xc55568e88bcc2b533dcb989f7aa562c4977c13e4,"Leweegi",leweegi,leweegi,,760,-279.2001086483997,smart_money,standard
Ek3Gi3Z3FcdLiXxW3KAGSeQbPq65z1zwBb7Fe4izCihz,0xf6010ae405d92ffb30c23f4022f374845ab29147,"WhaleMoves",WhaleMoves,WhaleMoves,,195,-283.57706368570143,smart_money,standard
38EVJknTYtc8z6sjegEijhGWzwMzrL2L3JpHTG3RQ4wK,0x697af1c5a56b5082dce7bca1a7fe14a2b6ace3fd,"sellout",sellout,sellout,,1350,-301.8064994516849,smart_money,standard
AaMsYMvHCm73TZnwAyTegmNW7fvKVj2RuW3TT9TrhW9t,0x4c65aeeff1987b3f3fa2d0bdd5db1bb38fc91388,"Stacco",Stacco,Stacco,,667,-356.1558626458209,smart_money,standard
GPmW36hrWYNQRKadeK1Gh8bFcHKWbsWCGQsWAp2xJWJV,0x3e3ad9c6ca416f1e5217b5bebf9d21924e68735e,"zuya ♦️",kazuyam3k,kazuyam3k,,378,-366.77156976247034,smart_money,standard
DcLukZ7Y96ZbwtPXT9vnY78zP54zVv6LbQU5ykwQ8yWy,0xdb18ddcf6596c6216d647bd0efa7c5ddc2a4aa7c,"Issa",IssaTheCooker,IssaTheCooker,,800,-421.21615161102454,smart_money,standard
9zQmMUErvpw6ZCQ5nF8uCaQLHQ1FxrygHVaSgnZA3RmY,0x0a6b8be22b8c05e9e3a98da7c6ccb8a8b64ab281,"zimm",zimmwho,zimmwho,,396,-458.6349497593052,market_maker,standard
6Yz7TsuZFcwVh55UrpxgvBojMvuMc9UxuAHPduojAJf5,0x1f7d52f003021f56fe71011104bd171a92ffc4c5,"Dxrant",Dxranteth,Dxranteth,,745,-465.3059843405208,smart_money,standard
dF2porPRWAGXGGFXcLjWCd3EQvkrUCWTKx4T3uiY2cK,0x0920af3009cfbb507407907ca19a88878fd0faef,"lacoste 🐊",LacosteTN26,LacosteTN26,,1839,-484.26667045659076,market_maker,standard
73cbJAg1ikhCbSk4rSs1XU3nzZTqmJqpkAtXGBt2J5zQ,0x6b1be633e4e787c1bedc8ad900c65309cb76c1a3,"solkcrow",runitbackghost,runitbackghost,,37394,-567.5182741398835,kol,standard
9v9nWCsMAgM9xPSQNs1CG17scb3F2cYKPy3A1LNrA49N,0xff46a63ce4ed0a1c450f251cf863490dadb3fb29,"Koy",koyla_sol,koyla_sol,,2285,-569.7016521110218,smart_money,standard
7RpFRwNP6b3YbjnPy84E8AQeeEPpPfsCxgAYSmjw1yUr,0xf9aa724c9c93f53004b9044843ed6b99256d3094,"WARDSY",Wardsy0x,Wardsy0x,,996,-571.1199657481499,smart_money,standard
D5k67t9BxK96NXSqkMLRfzs27EAKizN689FDbje38A6G,0xf40721aeda3a64a87ddcc1fdd177d497fa05a57c,"degn",degnsol,degnsol,,2425,-599.7669275869557,smart_money,standard
EnUr1uZAUbcxAWYuSNeZ27LUZeA8J8n6Hcxeu3t2A1oE,0xc606c0c0393476fe8d0e5d45746d68623288cfc4,"Octosea 🐧",octoseaa,octoseaa,,25074,-600.3965227460249,kol,standard
HGvRrfUKyKDEyQL5XyZd3EDfzjBXZQYPMwXHQF5CUJe7,0x336738b08a1e75d5f323b6f12332869463bdcb13,"The Doc 🧲",KayTheDoc,KayTheDoc,,1208,-663.6444720712612,smart_money,standard
9VDKaxjpo3gL1tXsEsv6yJqXRYgdUdawsutr5u33PTah,0xfa949e968db6638f99d48640e9bfb8a756122241,"PRISM",prismnav,prismnav,,10944,-682.1400435503128,kol,standard
77WpFHZhiS1PEWhoPu9Y4jFbcfgRcufuQMCSRA5tT8Fg,0x4ba395edf9dbbbd66fbe7c87110d95a32a63bf72,"cousin",cousincrypt0,cousincrypt0,,4345,-685.2107992540873,smart_money,standard
5vwNmvGtXdFJp3ab1TyyoLW1n4DUH5FQuwdibbkdL8sF,0x5cd5ad4c57f0e34457c9bf3b27af63bbadf8129d,"bubs 🪿",bubsy,bubsy,bubsymode,809,-709.202213584325,smart_money,standard
8TxELMcavVS8rpL8YutRDeuFyjNq7Z73RjuMC3nrY1b5,0xffdb74224c338212c0c109ead10f33cb10989c4e,"atom",atom_xyz,atom_xyz,,17735,-726.5251658553752,kol,standard
DCjPuwwBJjxAW3T5dnGe9VnFDv69WGXefYUtYP2H4vEj,0xdceb1131bd45e01d7bbd4314641892ab2348a37f,"Unlocked Crypto",UnlockedCrypto_,UnlockedCrypto_,,484,-726.8517651920365,market_maker,standard
6bYPH9U4mHq6KJHvwxzRfMGFQEXBRaF3TQkkqcpmo5ve,0xa405d0dbcb6112e5a57130ecc4b58043c2e02a5a,"XXX",xxxfomoxxx,xxxfomoxxx,,6798,-777.2118966280759,market_maker,standard
J3FFYEGesca6wToqFamNqfRZEiT91joq412rbLZ9bbcz,0xf3c281e396ebb0f5b524482b07ba3f1b414f8025,"David Gokhshtein",davidgokhshtein,davidgokhshtein,,1038,-841.3972352100664,smart_money,standard
9TDeMY76tXupn3wswfm4BtPXRNhutXFaAeQa4on78CCu,0xdd8556efb3b8f6faf8bc353640d49dec9dc35318,".",0xarchitectx0,0xarchitectx0,,10311,-867.3821991438363,kol,standard
HaJF4VZmjcawesSBsjxEnPaNxT5nHy1xjFXEaiQ5mBG4,0x5a99f48812fb21a7cfb852292249f52c6ecbf603,"BeamBeam",MrBeamBeam,MrBeamBeam,,215,-923.6544597308088,smart_money,standard
6u9QjxLnGV4JGVQt7bATiwFUH25mVkLBGeNShGYL3yQr,0xcc4268894f8c76e6f376b03021e77770cfbae8a8,"[NOB] nobi",0xnobi,0xnobi,,832,-935.1700863705624,smart_money,standard
DAm34s19VEaSQAGaytyWS1jNYDaPeybKsHos1tQmzbw3,0xabdcd5ee3ea343c15b7e976a3cfa5b39d66d1810,"Netti",Netti_kun,Netti_kun,,620,-972.849761105128,smart_money,standard
J1f6ZwdbxZQTL8kQXNoyiYZjLwunZ8N3jc4rUfKaFLJp,0x5ce0cf5690644adbbb88b0e26dd3ca09c5cd5642,"SPEED",ishowspeed,ishowspeed,,416,-1014.8825599345109,smart_money,standard
FF93UeCJ8Gf5w5nH3n7ZzQhiP7QykwbNpM3No2n7YbXC,0x57e65137f66fbfca1dd3ccba0bc28a10c123c0ee,"px",px_721,px_721,,2711,-1034.8729663800764,smart_money,standard
FQVVU1zM6kj7uQcLGD3h6Afetc7NnrZg8knvJmoLLfq2,0xa2bc9fdc0d34d9d9d56ac803d0da1c969ce40f15,"Y22",real_y22,real_y22,,9267,-1060.8598805394681,smart_money,standard
GnR17zqWV33N65Q2ypAvqRZjZZYedAsz1i182SApdf4Q,0x9c922cf81bad84c413c37fa184d6862cf7016ab5,"shoopy",shoopy,shoopy,,950,-1118.831234398505,smart_money,standard
651FuMseezeSEv9SALvv8etRtb5pA4Dkd5azfYTtirng,0x8e9b3671b3c050cf23b7be5a59d7505f1ce7c82e,"brox 🧟‍♂️",brox,brox,,5183,-1143.1388058822195,smart_money,standard
FN2SwMSvKiQoQ9UeeNonub3u3J4E41D6bFHCf2Tm6NKx,0x17c052927d33f58c71c575477bb7e6a5765eec00,"UnknownT",NervousFuzzyLizard,,,1329,-1276.9890932348767,smart_money,standard
AkiVy74rdJLowHH65Ku6S2NNEsR1sWvVim86Th7MQgNX,0x08bc68dd32111808af45ef5cafa3f3b6ce96fc34,"‎ ‎ ‎",DaniWorldwide,DaniWorldwide,,1109,-1325.8316589818644,smart_money,standard
Cii4niU8nNDqYvtiQu4pTQekLnZ2419apCeEcyMxLzRQ,0xf9525df074d444ad31ab3a24b5034661b76adfe8,"Iykyk",iykyk,iykyk,,1575,-1338.64811240406,smart_money,standard
CxVjCVvSw5W8Sc8fXARCd5cAna1xNGopDmV6D8oh42B1,0x42b42012ec0f3bb92cc9358e67f46c2d0a6c1257,"Tekkerrss",Tekkerrss,Tekkerrss,,656,-1401.5480951696372,smart_money,standard
3T3byQyGCT2R4YbXFSXHPiyNprMiooEZVdD6ToKKHFg7,0x15a995b88a12a377d49444f76ad1172221f52e8a,"sam (drill mode)",samptsd,samptsd,,1429,-1466.6222729127546,market_maker,standard
GiMX6xfd45DAtnrgqwFAHtseMwHWj7Exr4MW9HcgeE8C,0x59c524521c2472893462a2cffb8cb2d20bd480c0,"Vanta",0xVantaa,0xVantaa,,7758,-1482.0237514087348,market_maker,standard
7UZzPVuEtnKK2NjzkuHbRUTGfLAEE9Hyg259G6H5deMv,0xa562934e5a9637878337e73a6eea31a71aff5751,"joji",metaversejoji,metaversejoji,,5693,-1523.8224883171367,smart_money,standard
BnQpen1Hs9d1LSJYjTVdnC25s5ioK3bRrUA4KPpU4CJV,0xb843efa974dd15bd24093541c55fc34c850a3506,"ocr ⚘",ocrxa,ocrxa,,955,-1678.9733159263133,smart_money,standard
7e6RcBFJ5TbDHaA5AACNdgf7LuMd614DFQVLp4SbtqA7,0xbf81b52755960e1475806264ee31ddbbcc232910,"Senzu",Senzu,Senzu,,862,-1793.8795993437898,smart_money,standard
6pVvYMQgSUETvtUc4mBFZPxKW43k7R46jszFidbCKmWP,0xcd3539c597cb3a604b266de852837d98e47af0be,"Oinker",OinkersRUs,OinkersRUs,,5194,-1804.1845672493603,smart_money,standard
A6n7K8Q3AqSFn1FuB4aLTZjRj8KAUaAdaD5wzcDQ8WPr,0x31ce39dc3f243990a8c051babd9615f6dde368a7,"art",pixelarthur,pixelarthur,,1337,-1931.2665290480945,smart_money,standard
6Buy9uMErVDFZfMq7mGDfnY88wxt4FETcCx8g4xD6Gox,0xf783e4713f4f9663d1ef102fc38314f119a33bf7,"Bruce",DegenToDisciple,DegenToDisciple,,1477,-1949.3169707656868,market_maker,standard
Hy2r1yYn6cAgjJe2gq9izZPeHpBAt4oC4xP83bbk6K34,0xccaa7282cc90412a75d690ad96c29bb1cd2c3ef7,"spyda 🕸️",SPYDA,SPYDA,,1176,-2412.023817933283,smart_money,standard
WSJBi2MxDDB8YfHZNLQviqDqVzLGyL5edK7EmJn4knb,0x10e6c882c5adf0dc5f7d00d4ecbf24e03acb468f,"Horsey Johnson",HorseyJohnson,HorseyJohnson,,249,-2465.364037437743,smart_money,standard
5T7FrK5a19xxVQ3J4vQy1e8JPgzKzrfo6aVMN3gEvR7p,0x0558368457db5f951e6f10bbb696c05ea27fde16,"Swizzle",SolSwizzle,SolSwizzle,,5420,-2603.0036635837623,smart_money,standard
Aa8j4PDhpByUaQtdsFQMgMhqyNuHD6h9ft6ZjJZKdyoj,0x19a82ff723e7aae514ab59428db203145ae589eb,"DegenChee",DegenChee,DegenChee,,449,-3246.6776174683873,market_maker,standard
6F7GEcDQQRBygxJy9KumtPTC58CRMq5ThT2iFibeRrPs,0xc4db4c15b7a4005bb0bfc9d78d5688c6bf3a695b,"rasmr",rasmr_eth,rasmr_eth,,1654,-5199.9489002351165,smart_money,standard
7fzPJUEUokVR9Exgj2oC6xzeY9YBx9ybg7BGhjygQkPK,0xc727a2eee53462b50d21088873a87ca8cea45715,"ferb",ferbsol,ferbsol,,1767,-6116.551397993389,smart_money,standard
53WL6GQJRyqVLyhpfbdNs9agJVywm7skYQKdSDk9FLhD,0x38795b7989babe0fbb4388efc731cedc0834e949,"Favel",favel,favel,,21674,-6266.786852672363,kol,standard
7TxsYb6zc8DrFb9rQCUfdbKLC8HpmJhWzwvK4NpgDMzF,0x8b104eff723e7b5056674ae27a12d1a4e4a80213,"andy",andy,andy,,36507,-7884.8999375277,kol,standard
2wmFFB9xdvDJpzYcKtZLQz4saupeLGq2LV63yUzm5ekn,0xbb1d8f47081a1723374f1d12157690ec3133d61c,"MLK",MLK_,MLK_,,95,-7962.44372608334,smart_money,standard
DR6V3mCnnVYkJb5FdWt8YW2rChQf85hVvo5rTNLQ53Sz,0xd46b330a5fe5b6d97ccc1931a2573ddfdd8502b6,"Zinc",zinceth,zinceth,,68111,-8443.331518914601,kol,standard
5PVeHkHCodbNyF4M194zoWtMWbkCLKyNKWvG19ouMt3H,0x0137c178aa38535e8893a7583d8778f87bf0df29,"Binkieee",Binkieee,Binkieee,,12631,-11966.524307342246,kol,standard
yLsGCxWQmw1k7EXDiq7JrcufER2WEGtrgM9hzSDCSbB,0x79f3bd361bedff47ad72941255aa1ec30759ebfa,"Maxwin",MAXWIN,MAXWIN,,2343,-19210.459778707336,smart_money,standard
14nrTnZndos95jbXtELv8JacrtzTkqk7W6GuCimqerTw,0x640854daac84f126c6b002a087082bbf9b80037a,"pow🧲",traderpow,traderpow,,9185,-23460.397037657356,smart_money,standard
4GxWAVDb5ttNt6uzf7R53iXrtNc2UF9WSYEQLSxfExWC,0xe3be2246c4afe169221c0401d3f8db5dead9e71c,"Ponzi Trader",buyerofponzi,buyerofponzi,,1076,-23911.590992221092,smart_money,standard
Djs9AaEGB8wms6eFAabTs2mbaEGY38rS8L4eYvqaUDQK,0x7de81111f76552a1d66b8f5a59effe01e69f15e5,"Scrooge McCoin",Scrooge,Scrooge,,34760,-25224.024197005034,kol,standard
